0,-200
0.02,-200
0.1,-59.35
0.15,-58.49
0.2,-56.57
0.25,-54.94
0.3,-53.7
0.35,-52.87
0.4,-52.4
0.45,-52.26
0.5,-52.15
0.55,-52.78
0.6,-52.83
0.65,-52.36
0.7,-52.09
0.75,-52.17
0.8,-52.05
0.85,-51.68
0.9,-51.52
0.95,-51.47
1,-51.5
1.05,-51.58
1.1,-51.51
1.2,-51.56
1.3,-51.72
1.4,-51.6
1.5,-51.95
1.6,-52.07
1.7,-51.87
1.8,-52.13
1.9,-52.21
2,-52.46
2.1,-52.46
2.2,-52.58
2.4,-52.99
2.5,-53.29
3,-54.29
3.5,-55.79
4,-57.98
4.5,-60.53
5,-63.16
5.5,-67.35
5.6,-68.22
5.7,-69.03
5.8,-69.7
5.9,-70.2
6,-70.56
6.1,-70.4
6.2,-70.6
6.3,-70.43
6.4,-70.15
6.5,-69.76
7,-68.1
8,-66.89
9,-66.34
10,-66.27
11,-65.26
12,-65.17
13,-65.08
15,-64.8
16,-65.01
17,-65.26
18,-65.52
19,-66.06
20,-66.34
21,-66.66
22,-66.66
23,-300
100,-300
200,-300
300,-300
400,-300
500,-300
600,-300
700,-300
800,-300
900,-300
1000,-300
1100,-300
1200,-300
1300,-300
1400,-300
1500,-300
1600,-300
1700,-300
1800,-300
1900,-300
2000,-300
2100,-300
2200,-300
2300,-300
2400,-300
2500,-300
2600,-300
2700,-300
2800,-300
2900,-300
3000,-300
3100,-300
3200,-300
3300,-300
3400,-300
3500,-300
3600,-300
3700,-300
3800,-300
3900,-300
4000,-300
4100,-300
4200,-300
4300,-300
4400,-300
4500,-300
4600,-300
4700,-300
4800,-300
4900,-300
5000,-300
5100,-300
5200,-300
5300,-300
5400,-300
5500,-300
5600,-300
5700,-300
5800,-300
5900,-300
6000,-300
6100,-300
6200,-300
6300,-300
6400,-300
6500,-300
6600,-300
6700,-300
6800,-300
6900,-300
7000,-300
7100,-300
7200,-300
7300,-300
7400,-300
7500,-300
7600,-300
7700,-300
7800,-300
7900,-300
8000,-300
8100,-300
8200,-300
8300,-300
8400,-300
8500,-300
8600,-300
8700,-300
8800,-300
8900,-300
9000,-300
9100,-300
9200,-300
9300,-300
9400,-300
9500,-300
9600,-300
9700,-300
9800,-300
9900,-300
10000,-300
10100,-300
10200,-300
10300,-300
10400,-300
10500,-300
10600,-300
10700,-300
10800,-300
10900,-300
11000,-300
11100,-300
11200,-300
11300,-300
11400,-300
11500,-300
11600,-300
11700,-300
11800,-300
11900,-300
12000,-300
12100,-300
12200,-300
12300,-300
12400,-300
12500,-300
12600,-300
12700,-300
12800,-300
12900,-300
13000,-300
13100,-300
13200,-300
13300,-300
13400,-300
13500,-300
13600,-300
13700,-300
13800,-300
13900,-300
14000,-300
14100,-300
14200,-300
14300,-300
14400,-300
14500,-300
14600,-300
14700,-300
14800,-300
14900,-300
15000,-300
15100,-300
15200,-300
15300,-300
15400,-300
15500,-300
15600,-300
15700,-300
15800,-300
15900,-300
16000,-300
16100,-300
16200,-300
16300,-300
16400,-300
16500,-300
16600,-300
16700,-300
16800,-300
16900,-300
17000,-300
17100,-300
17200,-300
17300,-300
17400,-300
17500,-300
17600,-300
17700,-300
17800,-300
17900,-300
18000,-300
18100,-300
18200,-300
18300,-300
18400,-300
18500,-300
18600,-300
18700,-300
18800,-300
18900,-300
19000,-300
19100,-300
19200,-300
19300,-300
19400,-300
19500,-300
19600,-300
19700,-300
19800,-300
19900,-300
20000,-300
20100,-300
20200,-300
20300,-300
20400,-300
20500,-300
20600,-300
20700,-300
20800,-300
20900,-300
21000,-300
21100,-300
21200,-300
21300,-300
21400,-300
21500,-300
21600,-300
21700,-300
21800,-300
21900,-300
22000,-300
22100,-300
22200,-300
22300,-300
22400,-300
22500,-300
22600,-300
22700,-300
22800,-300
22900,-300
23000,-300
23100,-300
23200,-300
23300,-300
23400,-300
23500,-300
23600,-300
23700,-300
23800,-300
23900,-300
24000,-300
24100,-300
24200,-300
24300,-300
24400,-300
24500,-300
24600,-300
24700,-300
24800,-300
24900,-300
25000,-300
25100,-300
25200,-300
25300,-300
25400,-300
25500,-300
25600,-300
25700,-300
25800,-300
25900,-300
26000,-300
26100,-300
26200,-300
26300,-300
26400,-300
26500,-300
26600,-300
26700,-300
26800,-300
26900,-300
27000,-300
27100,-300
27200,-300
27300,-300
27400,-300
27500,-300
27600,-300
27700,-300
27800,-300
27900,-300
28000,-300
28100,-300
28200,-300
28300,-300
28400,-300
28500,-300
28600,-300
28700,-300
28800,-300
28900,-300
29000,-300
29100,-300
29200,-300
29300,-300
29400,-300
29500,-300
29600,-300
29700,-300
29800,-300
29900,-300
30000,-300
30100,-300
30200,-300
30300,-300
30400,-300
30500,-300
30600,-300
30700,-300
30800,-300
30900,-300
31000,-300
31100,-300
31200,-300
31300,-300
31400,-300
31500,-300
31600,-300
31700,-300
31800,-300
31900,-300
32000,-300
32100,-300
32200,-300
32300,-300
32400,-300
32500,-300
32600,-300
32700,-300
32800,-300
32900,-300
33000,-300
33100,-300
33200,-300
33300,-300
33400,-300
33500,-300
33600,-300
33700,-300
33800,-300
33900,-300
34000,-300
34100,-300
34200,-300
34300,-300
34400,-300
34500,-300
34600,-300
34700,-300
34800,-300
34900,-300
35000,-300
35100,-300
35200,-300
35300,-300
35400,-300
35500,-300
35600,-300
35700,-300
35800,-300
35900,-300
36000,-300
36100,-300
36200,-300
36300,-300
36400,-300
36500,-300
36600,-300
36700,-300
36800,-300
36900,-300
37000,-300
37100,-300
37200,-300
37300,-300
37400,-300
37500,-300
37600,-300
37700,-300
37800,-300
37900,-300
38000,-300
38100,-300
38200,-300
38300,-300
38400,-300
38500,-300
38600,-300
