38700,-300
38800,-300
38900,-300
39000,-300
39100,-300
39200,-300
39300,-300
39400,-300
39500,-300
39600,-300
39700,-300
39800,-300
39900,-300
40000,-300
40100,-300
40200,-300
40300,-300
40400,-300
40500,-300
40600,-300
40700,-300
40800,-300
40900,-300
41000,-300
41100,-300
41200,-300
41300,-300
41400,-300
41500,-300
41600,-300
41700,-300
41800,-300
41900,-300
42000,-300
42100,-300
42200,-300
42300,-300
42400,-300
42500,-300
42600,-300
42700,-300
42800,-300
42900,-300
43000,-300
43100,-300
43200,-300
43300,-300
43400,-300
43500,-300
43600,-300
43700,-300
43800,-300
43900,-300
44000,-300
44100,-300
44200,-300
44300,-300
44400,-300
44500,-300
44600,-300
44700,-300
44800,-300
44900,-300
45000,-300
45100,-300
45200,-300
45300,-300
45400,-300
45500,-300
45600,-300
45700,-300
45800,-300
45900,-300
46000,-300
46100,-300
46200,-300
46300,-300
46400,-300
46500,-300
46600,-300
46700,-300
46800,-300
46900,-300
47000,-300
47100,-300
47200,-300
47300,-300
47400,-300
47500,-300
47600,-300
47700,-300
47800,-300
47900,-300
48000,-300
48100,-300
48200,-300
48300,-300
48400,-300
48500,-300
48600,-300
48700,-300
48800,-300
48900,-300
49000,-300
49100,-300
49200,-300
49300,-300
49400,-300
49500,-300
49600,-300
49700,-300
49800,-300
49900,-300
50000,-300
